caso,H,n_aciertos
3,0.9588992267514569,5
4,0.9978735558566836,2
1,0.9360106450775714,6
2,0.9079388600568361,3
3,0.9301683599497684,6
4,0.9279469278070877,2
1,0.9932227282265211,6
2,0.9408845685624879,5
3,0.9195885523599318,5
4,0.8259823891017483,3
1,0.9178605689146647,6
2,0.9943516004040451,4
3,0.8905804463879231,4
4,0.9125594546059687,3
1,0.9382177877672861,6
2,0.9647756035212023,4
3,0.8127343432410254,6
4,0.9239958958360059,1
1,0.9229409079671707,6
2,0.9558043403304557,1
3,0.9118316014725862,6
4,0.9959778738906375,4
1,0.9253599285909657,5
2,0.9856519869533655,4
3,0.9241757247376464,6
4,0.8742509894906296,4
1,0.9143014991720668,6
2,0.9748145958780857,2
3,0.9771032723013342,6
4,0.935542135474531,3
1,0.9201280612007265,6
2,0.9568692812686044,3
3,0.9667749720772119,6
4,0.8609052773757715,2
1,0.9772447134650919,6
2,0.9111732804454059,6
3,0.987107984751832,6
4,0.9289605621097592,3
1,0.9499271361383823,6
2,0.9319489495947322,2
3,0.8891936969107923,5
4,0.9936116685817357,4
1,0.825296284217526,6
2,0.9368901720655529,4
3,0.9864253491957922,6
4,0.9246049417810172,3
1,0.8823473430653695,6
2,0.9361420950289391,4
3,0.9620871761502205,5
4,0.8241380306463011,2
1,0.9459054067733753,5
2,0.9542957323804628,2
3,0.8603195897894871,5
4,0.8765842083694495,5
1,0.9252848393989366,5
2,0.9237116254727111,5
3,0.9218979664228424,5
4,0.924839546738037,6
1,0.9140065313698174,6
2,0.8683670454025368,2
3,0.9699641142038136,6
4,0.977998274313133,6
1,0.9893952551447298,6
2,0.8348063581113904,2
3,0.937859089379668,5
4,0.9438722544308168,1
1,0.954247066792284,6
2,0.9619909355550731,3
3,0.9689634352585119,6
4,0.9806575230839973,2
1,0.953794012837005,5
2,0.9624985864547994,2
3,0.9665321857396363,5
4,0.9363600141539652,3
1,0.9610889504300063,6
2,0.9514274278787453,2
3,0.9415352756097609,6
4,0.9004741587794791,5
1,0.9431812161185386,6
2,0.8948128341237275,6
3,0.9244263619896738,5
4,0.9950733610049229,3
1,0.9270493117055866,4
2,0.9229707286019636,5
3,0.9048942504346029,3
4,0.9790885000665562,3
1,0.9386114934191039,6
2,0.9748145958780857,6
3,0.9354342771335145,6
4,0.9165509284728811,4
1,0.9232674119042,5
2,0.9575871367571935,3
3,0.8937234738701682,6
4,0.9060684795552032,4
1,0.9183845433210687,5
2,0.9031812526947599,2
3,0.9559935221215461,6
4,0.9481205956919305,6
1,0.9848887235177902,6
2,0.8438712201761485,2
3,0.9015328572953252,5
4,0.9182650656600095,2
1,0.8979382847980288,6
2,0.903949062689544,5
3,0.9383950074949294,6
4,0.9776309987842559,3
1,0.9417291859593268,6
2,0.8236445589531411,2
3,0.9760343193119292,5
4,0.9678184652585227,4
1,0.8852999228062528,5
2,0.9777604797080897,4
3,0.9436747717091161,4
4,0.9257216884015541,4
1,0.9728614096666546,5
2,0.8951861447410596,2
3,0.9861013985074508,5
4,0.9419200799787055,3
1,0.9222119958853623,5
2,0.9451019870516673,2
3,0.9350697520473236,6
4,0.8924106446353042,3
1,0.9539416776382725,4
2,0.8984578854028357,3
3,0.9628879307910582,6
4,0.9401241910329099,4
1,0.8939578185414415,5
2,0.9362911002592317,2
3,0.9340451942186049,6
4,0.9885486554788436,4
1,0.9519631283410558,5
2,0.9087752009908849,4
3,0.9107915489785444,5
4,0.9898621188668502,3
1,0.9241625749171788,6
2,0.9238215432001526,6
3,0.9443494019846992,6
4,0.941312609818606,3
1,0.921793714359528,6
2,0.9870489954787696,5
3,0.9471807160515361,6
4,0.9793265262337427,1
1,0.8793905493753406,5
2,0.9649561827436555,3
3,0.9541858565079566,6
4,0.955478470115519,2
1,0.956289983926218,6
2,0.9605132877585267,2
3,0.8492037526636363,5
4,0.8783836781587087,2
1,0.9461542723008471,6
2,0.9034541706280619,5
3,0.9744449915961668,5
4,0.9711640839767053,2
1,0.9105608649368978,6
2,0.9576534266812903,3
3,0.9575486772761317,6
4,0.8972724667994701,2
1,0.9144075298788011,6
2,0.9813905004424972,2
3,0.9182248539900965,6
4,0.9487148656453044,2
1,0.9937463092414581,6
2,0.9788022521104915,3
3,0.8397218371484867,5
4,0.876781483536389,2
1,0.939092804562216,5
2,0.912348778225758,5
3,0.9061937941265212,5
4,0.9279033920114009,1
1,0.9240902817854364,5
2,0.8633149460805675,5
3,0.9197517150355954,5
4,0.9163917936034538,4
1,0.8771097546552188,6
2,0.9658922376484348,4
3,0.9955623518392158,5
4,0.899793366642591,3
1,0.9182225327826538,4
2,0.9174735988403782,2
3,0.9858777636149733,5
4,0.9813274968996717,4
1,0.9386531106690466,5
2,0.9421381048688655,2
3,0.8892317595668665,6
4,0.98280401302822,5
1,0.9567705491203539,5
2,0.9376636094773915,5
3,0.9333400562213128,6
4,0.932311144510699,4
1,0.9454496201264124,6
2,0.9457736923546557,2
3,0.9203711062708979,6
4,0.98934241368054,3
1,0.9035327309711562,5
2,0.8721772271910214,4
3,0.9915081150810152,6
4,0.9919115061615436,5
1,0.9899666970037609,6
2,0.9615367003461999,3
3,0.9549686441121653,5
4,0.9770455025317001,3
1,0.941578311087279,3
2,0.8938801432708727,2
3,0.9919738424917459,5
4,0.973583246873461,1
1,0.9930708237258543,6
2,0.9683356553872644,6
3,0.9841700789268099,5
4,0.9651174118142183,1
1,0.9256530697233002,6
2,0.9729857303315328,6
3,0.8335970577920099,5
4,0.9578780248390075,4
1,0.9475429799340583,5
2,0.9934178408201697,4
3,0.9042166437681762,6
4,0.9565353219601173,4
1,0.9421439646902567,5
2,0.9047231547114428,2
3,0.8464180690608366,6
4,0.9211384296205963,2
1,0.9401046481555754,6
2,0.8742212534672981,2
3,0.884070737478461,6
4,0.9077896243575081,3
1,0.9982324725799454,6
2,0.9819877537256707,3
3,0.8476041515795509,6
4,0.8500133107010495,2
1,0.9827304710375565,6
2,0.931089905544087,3
3,0.9320423626304464,3
4,0.9281991827940346,4
1,0.9034450313594546,5
2,0.9333230142933231,5
3,0.8245840235493349,5
4,0.9741700794306032,2
1,0.9242057203001237,6
2,0.987620479101516,2
3,0.998126393362776,5
4,0.9357467765953271,4
1,0.9495935002689591,6
2,0.9684745670390094,5
3,0.9603512937846019,6
4,0.9413935688676016,4
1,0.9540205505657935,6
2,0.9602107160973145,4
3,0.9344769925000785,5
4,0.8925663989714391,4
1,0.929660008069742,6
2,0.9520258458986027,3
3,0.8373410573512663,5
4,0.9644740701021068,3
1,0.9767158784556584,6
2,0.969419741395366,4
3,0.9268037489667285,6
4,0.8810860300377854,3
1,0.9457758503358826,5
2,0.9440108802271279,5
3,0.9551941869969115,5
4,0.9071137525278783,3
1,0.8953674281758174,5
2,0.9330454505068231,4
3,0.981607631255689,6
4,0.9852459253844423,4
1,0.9545652479951159,6
2,0.9173159638347731,6
3,0.8886653135835249,5
4,0.9185235620452247,2
1,0.9692191570462378,6
2,0.8844835883532085,4
3,0.9482745366851066,6
4,0.9161050140318632,2
1,0.9459215228060157,4
2,0.9358992767699714,6
3,0.8245126605389859,4
4,0.8954934007041664,4
1,0.9594686083315411,6
2,0.9948423949968614,4
3,0.9607778756710004,6
4,0.9447035152132687,4
1,0.950129045510753,6
2,0.8886699453708283,2
3,0.9786616182426809,6
4,0.9287338678442425,6
1,0.9759233414451219,5
2,0.881454234982305,2
3,0.9044640194155431,5
4,0.984962336415746,5
1,0.9897057860309973,6
2,0.9258908176545846,2
3,0.909927373245503,6
4,0.9463263977369215,2
1,0.9568407224620288,6
2,0.9535152076765805,3
3,0.9383296955279481,3
4,0.9218955189495202,3
1,0.9526608010367495,6
2,0.9102793741821097,2
3,0.9661287292232026,6
4,0.9177598749080708,4
1,0.9688073390646754,6
2,0.8869893289209072,4
3,0.9334203231639724,5
4,0.9917788257324557,5
1,0.9036776009147989,4
2,0.9316157505899673,2
3,0.9344671910487703,5
4,0.9614508098290369,6
1,0.920189897074829,5
2,0.9540498529814603,4
3,0.9247645773990534,6
4,0.9754020518886914,6
1,0.8790989463249824,5
2,0.9213892177256979,3
3,0.8905852671121215,5
4,0.9439641238760272,1
1,0.9694906920412878,5
2,0.960188301114628,4
3,0.9618106135041453,5
4,0.9228686595164233,5
1,0.9031249485070155,6
2,0.9795940469947755,5
3,0.8905663170791754,6
4,0.9143392552237871,3
1,0.8491594837786367,6
2,0.9737196481414595,2
3,0.935563106520154,6
4,0.9108649006817873,4
1,0.8992556358482715,5
2,0.9246363678748527,5
3,0.9419772915631605,5
4,0.9885264001000234,3
1,0.9791298480804987,4
2,0.9443407446057102,3
3,0.901705175624598,5
4,0.934426747134907,2
1,0.9906755553246163,6
2,0.9286491545503984,2
3,0.8293729976932525,5
4,0.914453688940652,5
1,0.8369890381282652,5
2,0.988830851373077,3
3,0.9327161422914267,5
4,0.9877062762374577,5
1,0.9328919044716897,6
2,0.9153298352073229,3
3,0.9686531944052041,6
4,0.8901977723625222,3
1,0.9827495183912354,6
2,0.9720326844096899,4
3,0.8808748055626724,6
4,0.9191690874404368,4
1,0.904193729539502,5
2,0.9445141687795047,2
3,0.8922563934109127,5
4,0.8725526169256966,3
1,0.8766082230996427,5
2,0.9210694825426307,5
3,0.9771487353563684,6
4,0.9532691418183731,4
1,0.9925127149283929,5
2,0.9951151230684752,4
3,0.8960396079364239,5
4,0.9411320668966707,2
1,0.9721605986137682,6
2,0.9075239201768563,5
3,0.9727249802424118,5
4,0.9854466178088761,2
1,0.9587150932608666,6
2,0.9042270536215103,2
3,0.9971042252056624,6
4,0.8678529059808665,6
1,0.8245126605389859,5
2,0.9756504535136075,2
3,0.9750226916632735,5
4,0.9483773748262808,2
1,0.9582594524804007,5
2,0.9646196792555222,4
3,0.9085463988061521,6
4,0.8889374211692491,2
1,0.9304550884074911,5
2,0.9889080594497486,4
3,0.9399237921253843,6
4,0.9249286090181079,4
1,0.9995151755480487,6
2,0.9872440244187352,5
3,0.9906791137090343,5
4,0.9730415907396044,1
1,0.8252457543407488,5
2,0.9690760493971066,6
3,0.979533631026581,6
4,0.9494957105528683,1
1,0.9267006571977668,3
2,0.9808089211333374,2
3,0.9816649749540707,6
4,0.9247434814481921,5
1,0.8606512357950743,6
2,0.964167403194102,4
3,0.9732501838918549,6
4,0.9376008776752441,2
1,0.845916904236487,5
2,0.8781318740495655,6
3,0.9160317140712251,6
4,0.9772527760840675,2
1,0.9392662173617868,6
2,0.9330725713203916,5
3,0.9002773933768871,5
4,0.9728786055354518,2
1,0.9873760662416732,6
2,0.9834090211160871,5
3,0.8112055277214899,5
4,0.9415011196570238,2
1,0.9717183925620209,5
2,0.9138972027406465,4
3,0.9239958958360059,5
4,0.9333230142933231,6
1,0.9146247029506006,6
2,0.8896150242868701,2
3,0.9499479754505353,5
4,0.9842951721344012,2
1,0.9834768833882401,6
2,0.9193216757918752,3
3,0.9841506195573982,6
4,0.9808099930221887,2
1,0.9822005796859923,5
2,0.9756350987635292,2
3,0.8650664791129572,5
4,0.9723861726071076,4
1,0.9923306107874832,6
2,0.8824199349461561,2
3,0.9454024644798021,5
4,0.9201947035249527,1
1,0.932333961294479,6
2,0.9228663104616234,6
3,0.966525785424947,6
4,0.9193649149171541,6
1,0.9596544562291796,6
2,0.9433560956347757,4
3,0.9002113121124469,6
4,0.9556942130969963,3
1,0.9133558471356199,5
2,0.9345661891574694,6
3,0.9538381549944542,5
4,0.9604092269426077,4
1,0.9208563992173707,6
2,0.989559623117823,5
3,0.9836694227844011,5
4,0.9338308553322188,2
1,0.8930265622972501,5
2,0.892813757033727,1
3,0.9421779615268195,5
4,0.9355570224647697,1
1,0.9819047419579702,5
2,0.9696057598462635,6
3,0.9555731598060834,5
4,0.9282786475178301,2
1,0.9702759762988666,6
2,0.8092020576651814,2
3,0.9639797189075303,6
4,0.9829103080402063,4
1,0.9810348563965413,6
2,0.8750799761060428,6
3,0.9489606446917642,3
4,0.9071500090665651,3
1,0.8347056157530143,5
2,0.8867555539376236,2
3,0.9953109394083566,5
4,0.9239129708148839,1
1,0.9870678348326991,6
2,0.8850628362919828,4
3,0.9418171873884509,5
4,0.9864321176351947,2
1,0.8676345935139449,5
2,0.8866151196764267,6
3,0.9519622525101248,5
4,0.961534632519693,2
1,0.9136046740508239,6
2,0.996508952056009,4
3,0.9604081003861388,6
4,0.9598479337350949,5
1,0.8844879904818004,6
2,0.8933060820952711,1
3,0.9579094602066061,5
4,0.9424888935536678,4
1,0.9262309865728597,6
2,0.8853505063519841,2
3,0.9544135183285289,6
4,0.9748769908184134,1
1,0.9741643086471093,6
2,0.847774598804515,3
3,0.9814625504456355,6
4,0.9636686540059692,2
1,0.9973367122422361,6
2,0.9547177611267478,4
3,0.9288105820335657,6
4,0.9196019585281139,4
1,0.961172777473495,6
2,0.9388911714516133,1
3,0.9905139269184973,6
4,0.9701043678336219,1
1,0.9860559663385929,6
2,0.9378857188126929,6
3,0.9908421319199611,5
4,0.8577174691301483,1
1,0.9231139681193506,6
2,0.9752255954281528,1
3,0.9069343203834943,6
4,0.9564547348416641,6
1,0.9144794677465168,6
2,0.8882418894987566,2
3,0.9730088159291859,6
4,0.9530579850199198,3
1,0.9914412160950212,6
2,0.8804005426210183,2
3,0.9376274874137425,6
4,0.94689076852173,4
1,0.9802568653264749,6
2,0.849125346971464,2
3,0.9473426095348505,5
4,0.9147207475520265,2
1,0.9567448418137411,6
2,0.9215340198692884,2
3,0.9736768691444654,5
4,0.9945241098737528,4
1,0.8846766357798954,6
2,0.9744296679457388,3
3,0.9406964049933606,5
4,0.9227945368528672,1
1,0.8661369614495721,6
2,0.9161118910732161,2
3,0.9698131992304582,5
4,0.9089508741727226,3
1,0.8507753278860228,6
2,0.9606160032027029,3
3,0.959777771227623,6
4,0.9677598522401218,4
1,0.9739522190889617,6
2,0.9968773510768316,3
3,0.9385453317124951,6
4,0.8559502823050313,6
1,0.9898263017787768,6
2,0.8727490852371024,3
3,0.9497869921677107,5
4,0.930215118816666,1
1,0.8925369415948078,6
2,0.9480857756221651,2
3,0.9718695173294858,5
4,0.9181814497414416,3
1,0.9621348226763284,4
2,0.9235957718556342,1
3,0.9542613632630059,5
4,0.8770345596569923,2
1,0.9452857729752451,6
2,0.9526253496338954,6
3,0.8923629873743013,4
4,0.9568692812686044,2
1,0.9906581418187512,6
2,0.9023457988353674,2
3,0.9727510678034836,5
4,0.9723098951903903,2
1,0.9454673374671487,6
2,0.9616634585321695,6
3,0.9793716669831868,5
4,0.9376194223006792,4
1,0.9052743895920601,6
2,0.9306530168739098,3
3,0.97522473109805,6
4,0.9664658234492332,4
1,0.8490282465579868,6
2,0.962458601909181,2
3,0.9653048001500908,6
4,0.9396398424488162,2
1,0.9630013239498654,5
2,0.9448380098980775,3
3,0.8931192022108305,4
4,0.9074672464321291,5
1,0.9695828273442839,6
2,0.9358188485731631,1
3,0.9415419999067038,5
4,0.975509913159266,4
1,0.9551395582023793,6
2,0.9377351943069442,2
3,0.8994204056069763,6
4,0.9679431193967636,5
1,0.9561591992595941,6
2,0.8654634558814422,6
3,0.9607310605420336,6
4,0.8264805792841987,4
1,0.9056783414115475,6
2,0.8627655715641411,2
3,0.9899371076975599,5
4,0.9606160032027029,6
1,0.9260513967786703,6
2,0.9506370384156292,4
3,0.955075502089434,5
4,0.8932564791870012,4
1,0.9819905206910676,6
2,0.8584459775908247,2
3,0.9097949066132476,5
4,0.9133378156636477,4
1,0.9875392677358358,6
2,0.8724835511296081,4
3,0.9507074801383782,5
4,0.9107636478919292,2
1,0.9743644181026595,5
2,0.9071356934243349,3
3,0.9586328573799625,6
4,0.9796203794619868,4
1,0.9364455926558277,6
2,0.9657871186781535,1
3,0.9434538650159381,5
4,0.878071367917153,4
1,0.9869893722512411,6
2,0.9275398279715271,3
3,0.9055495960918533,4
4,0.9424572333012962,3
1,0.9706924245017261,6
2,0.9484016038666766,6
3,0.9431391332341349,6
4,0.8905687205112606,1
1,0.9829298045994108,6
2,0.9854630084891624,2
3,0.9520369784945012,5
4,0.9613962676160194,2
1,0.8947065870363773,5
2,0.9969030495158794,4
3,0.9133937519455467,6
4,0.9391872523105548,2
1,0.9043672934332574,5
2,0.9003035684095599,2
3,0.998183556305439,6
4,0.9498005598339828,3
1,0.9828970971332563,6
2,0.9617453631619355,1
3,0.9002526474173276,5
4,0.848990428447298,4
1,0.9233313046285514,6
2,0.8706486451995117,1
3,0.948871820516876,3
4,0.9892589284838114,4
1,0.9134828402498507,6
2,0.9421496906522809,4
3,0.9490706729290207,6
4,0.9648971185690856,6
1,0.9293558893252627,5
2,0.8681284373394837,2
3,0.9408290347928313,5
4,0.9415905383555598,3
1,0.965356937647734,6
2,0.918745631777843,2
3,0.9446466026746675,6
4,0.8636753279237385,3
1,0.9065714422805011,6
2,0.9056287925562452,3
3,0.9236658308516222,5
4,0.9244430718245232,2
1,0.9558105226796484,6
2,0.9204239397717165,2
3,0.9140133034705098,6
4,0.9557648268970981,2
1,0.9678233251714468,6
2,0.9759144617668603,2
3,0.8539389223185465,6
4,0.8894479055077528,2
1,0.9796656550406516,6
2,0.8997225694816611,4
3,0.9278639299512371,5
4,0.933929175726945,1
1,0.9195732986308967,6
2,0.9729196761609903,3
3,0.913785220137057,3
4,0.922130093723834,4
1,0.9098517673264856,6
2,0.9105086816438357,5
3,0.9434227149805312,5
4,0.9820015996331777,4
1,0.9688837075963949,6
2,0.9516123005717139,4
3,0.9840762561458717,6
4,0.9033916849319297,2
1,0.9108523227720542,5
2,0.9462306451386828,3
3,0.9915400315446659,5
4,0.919552922991822,2
1,0.9424732654397086,6
2,0.907955072151714,4
3,0.9120795969044981,6
4,0.9877850187225733,3
1,0.912833303646484,6
2,0.9544202773962992,3
3,0.8811550828489605,6
4,0.9873368603111765,4
1,0.90762395381496,6
2,0.9600405393713658,4
3,0.9526655109366021,6
4,0.9571259130678083,2
1,0.9668044549576393,6
2,0.922566750105424,4
3,0.9133805450085661,6
4,0.9546000089844796,4
1,0.9360862839289424,6
2,0.9105828097104548,2
3,0.9294135605260911,6
4,0.9847328729094751,6
1,0.9544980315128452,5
2,0.9477293687158101,4
3,0.9313059458139801,6
4,0.9971082643043143,3
1,0.9769936318087238,6
2,0.867938671725959,5
3,0.9951582553608073,6
4,0.9296385853079676,2
1,0.9977030517930143,6
2,0.9310294055167618,5
3,0.9120665422889505,6
4,0.9551764893198871,4
1,0.984391150057266,5
2,0.9397079493929241,5
3,0.974748714581361,6
4,0.9831733487590641,4
1,0.9024913182387466,6
2,0.9001129847774498,2
3,0.8600197039806772,6
4,0.9932617532920668,4
1,0.967853967665739,4
2,0.9432100819659996,2
3,0.922589631674628,3
4,0.9597564744118645,1
1,0.9000063643389724,6
2,0.9189049892706533,4
3,0.9728544516611579,5
4,0.890186419480703,2
1,0.9384296643911557,5
2,0.9148747977686447,4
3,0.9414972740079416,5
4,0.9629450968175365,5
1,0.9364762196491334,5
2,0.9012409929562444,3
3,0.9277921171179135,5
4,0.9864671913627832,3
1,0.9014426782442193,6
2,0.9823007611196711,6
3,0.9597395921444731,6
4,0.9154475722610915,1
1,0.8995074094288713,5
2,0.9207192142185086,2
3,0.9562882884541324,5
4,0.9566065704504471,4
1,0.961101223843009,5
2,0.8561073915766209,1
3,0.8543030652271879,4
4,0.9029669002845953,2
1,0.9381810699757405,6
2,0.9482975238191936,2
3,0.9536360455131825,6
4,0.9939400481463546,4
1,0.8220263165626553,6
2,0.8655247429200097,4
3,0.9869893722512411,6
4,0.9094690509610053,4
1,0.9423565984642921,6
2,0.9791782300787709,4
3,0.9828134401422325,6
4,0.9717018805326136,4
1,0.9808756549947908,5
2,0.9259162550095541,1
3,0.9033948031902523,6
4,0.9463088605978858,2
1,0.9557683517038512,5
2,0.9932407005763142,3
3,0.915418901372819,6
4,0.9930855044282046,4
1,0.9481320470459196,6
2,0.9696494890364402,2
3,0.9713652337722092,5
4,0.8633137781794574,3
1,0.9026114479335352,5
2,0.9639383916628798,6
3,0.9543976625390579,5
4,0.9806746069635154,4
1,0.9063652575608601,6
2,0.9727072371780564,1
3,0.932951098329733,6
4,0.9906624794503369,2
1,0.9240199012767922,6
2,0.8554836035327171,4
3,0.9965830708439396,5
4,0.913842200527982,1
1,0.9851467681002388,6
2,0.9051061139474015,4
3,0.9105421782286844,5
4,0.9106014859958468,2
1,0.9119192743242908,4
2,0.9260095573963805,3
3,0.932026309317516,6
4,0.967355608866864,2
1,0.92395023795708775,6
2,0.8761413522614053,2
3,0.9675677677892356,5
4,0.9813905004424972,2
1,0.9020270505699346,6
2,0.9535052163716353,6
3,0.9818217718126564,6
4,0.9068376933593422,2
1,0.9543166650714897,5
2,0.9370502413401904,3
3,0.908795176932199,6
4,0.9275169475731786,2
1,0.9174651133335376,6
2,0.9439261502111973,5
3,0.8736404927999268,5
4,0.9964107531656662,4
1,0.9626592163229664,6
2,0.8515768642163513,1
3,0.9285721549363741,4
4,0.8591187483193391,5
1,0.8392826253356553,4
2,0.987204987359688,4
3,0.99752158267967594,5
4,0.944225781694616,6
1,0.9855047014032967,5
2,0.8924440217982057,2
3,0.9325211785554075,6
4,0.9265326530999767,5
1,0.8806477930301482,6
2,0.9605241878709452,6
3,0.9288743504651511,6
4,0.9610889504300063,3
1,0.9187314188212516,5
2,0.8711950391911825,2
3,0.9520464940277874,6
4,0.9909462875700494,2
1,0.9840429732030258,6
2,0.9846232573237352,6
3,0.8963284508255158,5
4,0.9951889618569304,3
1,0.9061763679763981,6
2,0.979825001371583,2
3,0.9381697616898544,6
4,0.9204740473573338,1
1,0.9792115819238509,6
2,0.9450918329900695,4
3,0.8936394440928528,5
4,0.895193219062169,4
1,0.86188575056096,6
2,0.9321058120535644,1
3,0.9893325212143352,6
4,0.8464990030424577,2
1,0.9921587793577464,6
2,0.8955537727964422,2
3,0.879142781752208,4
4,0.9297826315589479,4
1,0.9896871796594067,6
2,0.9072416798449798,3
3,0.9203711062708979,5
4,0.99170800171408,3
1,0.9087421297772377,6
2,0.9278626894302333,6
3,0.9425107859044156,5
4,0.9506014591280247,2
1,0.9085895593333908,4
2,0.877436262816236,2
3,0.9136883605816664,5
4,0.9265189450472557,4
1,0.8719929047307496,6
2,0.9401793016362039,1
3,0.9098450542822485,5
4,0.89678593985268,3
1,0.9444289756361847,6
2,0.89197466417498,4
3,0.9718695173294858,5
4,0.9147985003636784,2
1,0.8883975497787092,6
2,0.9918478717657067,3
3,0.9175116635795653,5
4,0.8845379477287466,6
1,0.9616395944933381,6
2,0.9531609482003008,2
3,0.9786497279288144,6
4,0.9943630676330291,3
1,0.957300040674381,4
2,0.9724456634442133,4
3,0.8818975025429896,5
4,0.9363785560868939,4
1,0.839952329751914,5
2,0.8787299751327735,2
3,0.9569261703467182,5
4,0.9874493053111726,5
1,0.9302583361109145,4
2,0.9498966833212955,1
3,0.9799214192374307,6
4,0.9939695764955895,4
1,0.9345694295899604,6
2,0.9720937322155669,4
3,0.9163147177939879,5
4,0.9898606776706534,4
1,0.9488613570200306,6
2,0.9476796278678015,4
3,0.9108669770869958,5
4,0.9591165113021118,2
1,0.9631457155385479,6
2,0.8599645276614738,2
3,0.9514043642239055,5
4,0.9196198972030563,1
1,0.9847269055794473,6
2,0.9244740283869428,4
3,0.8687877877415496,6
4,0.9879819229551003,4
1,0.9380110415231036,6
2,0.935593725581195,2
3,0.925603554262661,6
4,0.9042270536215103,1
1,0.9589188328140991,5
2,0.9792825838835802,1
3,0.9509572458273046,5
4,0.9668765710579164,3
1,0.8836733298919828,6
2,0.9933605410617855,5
3,0.9783057638144004,6
4,0.9084772360766511,6
1,0.8293913905628146,5
2,0.9619367016819177,6
3,0.9929982968824469,6
4,0.9644759807897808,3
1,0.9273129048726706,6
2,0.8703983378419055,3
3,0.9736115917217516,6
4,0.9414977184597977,3
1,0.9118116749936591,6
2,0.9750043584256656,4
3,0.9408046913795729,6
4,0.9016962651506355,2
1,0.9825053386244628,6
2,0.9394059147124509,5
3,0.9239513392058808,6
4,0.9869330748317361,5
1,0.9744361606426405,6
2,0.9204549753264263,3
3,0.9708553069129271,6
4,0.897619245445116,2
1,0.9133229135960913,6
2,0.927975391971452,2
3,0.9363355008825015,4
4,0.9863100077910921,4
1,0.9690983672660087,6
2,0.9570850556153867,1
3,0.8678702401814797,5
4,0.9064655875326194,3
1,0.936054438616201,6
2,0.92185038995101,3
3,0.9695459224722918,6
4,0.9072564158658425,2
1,0.9438299105784616,6
2,0.9363649184897272,3
3,0.9784867458667925,6
4,0.9923670488496324,4
1,0.9338572182796921,6
2,0.9863849567938798,3
3,0.9867432610946774,5
4,0.8897552821485936,3
1,0.9842823603106196,6
2,0.9444141597463229,3
3,0.8989865037589938,6
4,0.8951177383680367,6
1,0.9673272294837819,6
2,0.9064713079085968,2
3,0.9823209400013497,6
4,0.9554716761286941,2
1,0.9763637511585965,5
2,0.9635238130076238,5
3,0.9920063232224796,6
4,0.9000719784983795,2
1,0.9580396045647582,5
2,0.9896522855164149,4
3,0.9523296767534057,5
4,0.9211528988865479,4
1,0.9576119817021509,6
2,0.9258638196552573,6
3,0.8621397407698005,4
4,0.971135748168088,4
1,0.9305725627358024,6
2,0.9788022521104915,6
3,0.9061034615247014,5
4,0.8182514817136908,1
1,0.9520474407321936,6
2,0.9519596863751226,5
3,0.8620196506394118,5
4,0.9815937834887156,4
1,0.9901351666525187,6
2,0.9576144149755905,1
3,0.9782083879880238,6
