caso,H,n_aciertos
1,1.5409650080817643,12
2,1.6446575184359387,7
3,1.8505259127367313,7
4,1.659936940007611,12
1,1.6475866525671785,14
2,1.5865114152579105,7
3,1.321121076205718,11
4,1.67505807506192,12
1,1.5525273248236127,12
2,1.5309135814685346,8
3,1.7481011285133068,7
4,1.547653454356868,9
1,1.7593230206875619,12
2,1.5046264961458,7
3,1.6801850250863801,7
4,1.5672095323659825,7
1,1.6658371612234326,12
2,1.6785815192663907,6
3,1.571857015061063,7
4,1.5539764032411907,7
1,1.6396573696100627,13
2,1.611096221458258,7
3,1.7449519699448603,8
4,1.7962720219172619,8
1,1.8698299251612283,12
2,1.707054280011952,6
3,1.3522869258554828,6
4,1.6169098122548364,10
1,1.691820543373637,13
2,1.3085658304285324,6
3,1.3940412062835799,9
4,1.608652697434246,13
1,1.3638869024300697,14
2,1.5033405725600928,8
3,1.7301558625411035,7
4,1.7661535825913854,7
1,1.5643425632349026,12
2,1.7637319571652277,8
3,1.6410775794532657,8
4,1.5717157160676405,10
1,1.6645989792760254,12
2,1.4603598378807492,6
3,1.5340987190369364,7
4,1.6918434409154324,11
1,1.9128438263585807,14
2,1.6543293816926463,9
3,1.780177066920094,4
4,1.4443111170491276,8
1,1.636610379777808,13
2,1.7577977651039678,7
3,1.8418770887472926,7
4,1.7428821626942852,12
1,1.6436187756958063,13
2,1.664574778102263,5
3,1.5500580957493102,6
4,1.4954489795924208,7
1,1.791610193810159,14
2,1.6021472168288462,9
3,1.3709102417930161,6
4,1.4372211398663088,12
1,1.511264572844338,14
2,1.582614988767927,6
3,1.3914531106076744,8
4,1.6757155200904394,6
1,1.4157819896037616,14
2,1.7459122284985669,5
3,1.6487502317951725,6
4,1.616641766358969,10
1,1.6799565865558876,13
2,1.5881731867743762,6
3,1.8146015141434704,6
4,1.7050981804146612,8
1,1.7281992451407318,14
2,1.4848334927771607,7
3,1.6618882455796395,8
4,1.474771404502558,13
1,1.7380660119841524,14
2,1.6124556828248047,7
3,1.5117423862745742,6
4,1.7921153513161054,5
1,1.5327564509883933,11
2,1.6974191067407736,6
3,1.6878202914451605,8
4,1.5549457323427114,13
1,1.6168523335755345,12
2,1.6719928166735676,11
3,1.5756423225589278,4
4,1.7827675900640343,12
1,1.9310186447457405,13
2,1.6185110583646658,6
3,1.581024662555387,9
4,1.5741746142604591,9
1,1.772361559801963,15
2,1.7100426833010565,7
3,1.447532917278201,7
4,1.4066264084047773,7
1,1.3297403270544184,14
2,1.5374430880446306,7
3,1.6784734641225605,8
4,1.5873573719478933,10
1,1.671743118886749,14
2,1.9157838893236407,7
3,1.385915274427719,8
4,1.6972335882374119,11
1,1.449114663069059,13
2,1.8565399062231767,5
3,1.5759663222270737,6
4,1.6878573074958632,13
1,1.5750933825449551,13
2,1.5925991543062805,5
3,1.6437421941922983,5
4,1.4628716914257942,8
1,1.5885435882304222,13
2,1.6853167828415012,9
3,1.6380198036360791,8
4,1.4175399185053534,10
1,1.7572258617832877,15
2,1.8441313270085145,9
3,1.5407507885434253,9
4,1.600778185994529,12
1,1.6017799882814434,14
2,1.431471243850499,11
3,1.6080230019806658,7
4,1.6407038161570093,8
1,1.6703537290188168,13
2,1.4942682410115469,8
3,1.5286090115225677,8
4,1.5530195403019946,11
1,1.648405997616201,14
2,1.6633959935056635,7
3,1.539689376592396,6
4,1.6596268693611678,8
1,1.370073687118541,12
2,1.5251301400431743,5
3,1.4581623418815988,4
4,1.7592714602344228,6
1,1.5038092643933088,13
2,1.638564145560212,8
3,1.435330243649394,5
4,1.42178652218328,6
1,1.486351311529071,11
2,1.3906344497554204,8
3,1.7028197663591205,6
4,1.61511267360631,13
1,1.6868158525095802,12
2,1.752816234767473,7
3,1.360891090758988,10
4,1.868944719742254,6
1,1.7038925350691407,14
2,1.5676051087218028,8
3,1.6970134744859022,7
4,1.7378614132389654,8
1,1.7631058755323066,15
2,1.263585846101401,6
3,1.7004792472616246,6
4,1.7327910379887586,7
1,1.800891809857507,14
2,1.6601182965071013,7
3,1.7788536388596294,6
4,1.4690504688419284,12
1,1.3895663384229557,13
2,1.6736954541152995,7
3,1.452595719933832,6
4,1.6729580243722004,12
1,1.5705409332078886,15
2,1.393749186455506,5
3,1.7425511664520879,6
4,1.5430625833171558,15
1,1.812420598467004,14
2,1.6084566515901613,7
3,1.5754151766827353,4
4,1.5281956578188,7
1,1.6813115848495168,12
2,1.432546743917174,4
3,1.7597241397839403,6
4,1.4700535152751688,12
1,1.4970534112321432,14
2,1.693288872885859,5
3,1.699437366087296,7
4,1.444233583637915,13
1,1.5429316942965785,12
2,1.5284576710584916,6
3,1.6114135038039799,9
4,1.6700975464890702,9
1,1.6838413697891343,15
2,1.5511266516088744,5
3,1.6980658858075346,9
4,1.7493221596643451,8
1,1.7203386925333526,15
2,1.7773788052642434,7
3,1.3679468101556163,7
4,1.8461720281275036,12
1,1.597523452227786,13
2,1.5543907386629003,7
3,1.7319901480968076,10
4,1.6132023043967492,10
1,1.5248555761071045,15
2,1.7182592076677556,4
3,1.3683659981286704,8
4,1.646914903290081,9
1,1.7281910112356051,14
2,1.6001934957248434,4
3,1.371661401206608,4
4,1.651157978299492,11
1,1.5958919304745702,13
2,1.7748766224906731,7
3,1.5991439182483163,4
4,1.4781847329003739,8
1,1.6118720175266263,15
2,1.5630430561642905,8
3,1.515003530030606,7
4,1.5007791714452587,6
1,1.5502447262303007,12
2,1.9336700720066646,9
3,1.7050196270898534,5
4,1.527558781351846,10
1,1.6131617023732057,14
2,1.5347547596274662,9
3,1.5216829995070889,9
4,1.5893196371993312,9
1,1.4486814284572693,13
2,1.6320912138796193,8
3,1.5544139329838194,7
4,1.4441078232826075,13
1,1.4556772524380668,13
2,1.755906540233171,10
3,1.6615055231026212,8
4,1.7519428399748689,5
1,1.7358500002372237,14
2,1.6350021169849236,5
3,1.7942672073338062,7
4,1.8541679850864559,12
1,1.6225703332908679,13
2,1.6649770933406618,4
3,1.6380924715422176,5
4,1.6713615269380109,9
1,1.693894418428668,13
2,1.6357057172492602,8
3,1.4558591660840627,4
4,1.62978747611921,15
1,1.4066876065625904,12
2,1.7072729882320758,6
3,1.7248840144945254,6
4,1.7068030801403302,13
1,1.7087160117382973,14
2,1.5119612655040862,8
3,1.7518899264514838,8
4,1.646397233380628,12
1,1.7429626982624769,13
2,1.760253867777096,7
3,1.7010912033415675,5
4,1.7315599785149756,10
1,1.7257496426554326,14
2,1.5461840577925081,9
3,1.7657341633940866,7
4,1.5888758715583529,7
1,1.702399363044,14
2,1.6285185251149434,7
3,1.6736713327576345,8
4,1.6867907207523927,6
1,1.4798870590711273,12
2,1.496233771870822,7
3,1.5972278096169394,7
4,1.5781246122614152,8
1,1.65210325587528,13
2,1.755673560922026,9
3,1.677046196663958,6
4,1.6493607878643355,8
1,1.3185111954712474,13
2,1.7720269149127854,9
3,1.5268441206165724,8
4,1.839156403553468,6
1,1.3024384653610246,12
2,1.7370567132683332,9
3,1.6013429428327544,7
4,1.626495171604332,6
1,1.561007830755098,11
2,1.7881443216441784,7
3,1.8110996894550566,8
4,1.6436880582273334,7
1,1.7173968968261233,13
2,1.6869809754637943,6
3,1.670806758507037,7
4,1.576732031178707,10
1,1.4785090009179114,15
2,1.5288746552552637,7
3,1.7381787159634075,4
4,1.688091376841285,8
1,1.7077148279915788,14
2,1.3501815538545898,7
3,1.5496575579767629,4
4,1.6142770054374727,9
1,1.6071615691983094,13
2,1.3881667120105516,8
3,1.4706759676747025,8
4,1.6889212224973371,9
1,1.7888785648945085,13
2,1.6361623024149017,7
3,1.5524237975024222,9
4,1.6976862804978325,12
1,1.667227513419832,14
2,1.6219790197855373,5
3,1.693506318938848,7
4,1.6941456525954417,6
1,1.5909968592256791,14
2,1.6746128659171333,6
3,1.7529514709376184,6
4,1.6696398218266664,9
1,1.6348489489574352,13
2,1.4881432695743482,11
3,1.699417629489509,6
4,1.7456025621955629,7
1,1.8065998754799035,13
2,1.6997393983753382,8
3,1.815263372469722,7
4,1.6554798725452684,6
1,1.5872923888035335,13
2,1.8362552577112436,6
3,1.6794317035669237,6
4,1.463999917289606,13
1,1.642023498808774,13
2,1.645046639855757,4
3,1.541088257786838,5
4,1.4007600485034377,10
1,1.650239190064354,13
2,1.4544019655073497,7
3,1.6598331079702309,7
4,1.3347655898906707,8
1,1.8410799052406992,15
2,1.680144298018951,8
3,1.6856034642605322,6
4,1.4500561004532633,12
1,1.440694668985773,15
2,1.6144045358345305,7
3,1.8573957083774857,6
4,1.54081554351627,8
1,1.5267621079383324,13
2,1.7012066453501338,6
3,1.5353870191363046,8
4,1.6800193587805743,14
1,1.6399673109567252,12
2,1.5349353683270168,7
3,1.6260222891026874,4
4,1.5810129961715138,13
1,1.6327210444466316,14
2,1.3113441781838644,11
3,1.7072076623766046,9
4,1.6986906322576727,7
1,1.5834070034575547,13
2,1.7243570512949322,8
3,1.8383986741558465,7
4,1.7187660995942828,10
1,1.6404810429510446,15
2,1.4484614778247253,6
3,1.664404572965264,7
4,1.8096631965667724,11
1,1.632291576178466,15
2,1.6712576873091707,6
3,1.627767518077801,9
4,1.5820516832281153,10
1,1.6660116171500066,15
2,1.832385326249403,8
3,1.6019601841080093,8
4,1.5523307369662163,10
1,1.7193367168341833,15
2,1.6585273648165608,8
3,1.6032117397392938,7
4,1.4752298827551504,12
1,1.79122463232699,12
2,1.885098584045037,5
3,1.545559749369575,9
4,1.3561707193955865,7
1,1.6187320801998544,11
2,1.5371934680651727,6
3,1.4516477024255128,7
4,1.6367375349652273,9
1,1.6354511643230298,14
2,1.4937200603797158,7
3,1.55084722998269,8
4,1.662037520826471,8
1,1.5534708232396008,13
2,1.561894259445097,11
3,1.4482612817822869,6
4,1.5099943713655983,12
1,1.7076904716959205,13
2,1.7497016689218166,5
3,1.7698867793174813,8
4,1.7542753142915202,9
1,1.3794321716934363,14
2,1.4434304754794702,7
3,1.5801327326084218,7
4,1.6361436754474123,9
1,1.6831907431342668,13
2,1.4950233095145204,7
3,1.6028356441974878,8
4,1.7864711578171208,6
1,1.7798179345244227,15
2,1.6666910084282405,9
3,1.714663732599512,5
4,1.5676806203416076,13
1,1.6537914559695286,13
2,1.4513955768703066,6
3,1.62472694542612,6
4,1.6573842480796828,6
1,1.37953911505559,13
2,1.6187749023931093,8
3,1.6198826655210543,5
4,1.6184256221139846,10
1,1.4346959192585866,13
2,1.549413182926474,7
3,1.507934497356765,6
4,1.4778939748127864,9
1,1.5101887927674176,12
2,1.6106219373918824,7
3,1.682945248074752,8
4,1.9080066218974774,7
1,1.7411841108380766,12
2,1.4852339625043098,9
3,1.4628689529376975,8
4,1.740470582926546,15
1,1.8048901259623895,14
2,1.6461970751369266,11
3,1.6844544181548444,4
4,1.868783816411899,11
1,1.3739333893650454,13
2,1.607550423843061,6
3,1.4060724628254198,6
4,1.8424988423828992,8
1,1.5248147496565243,15
2,1.7107838797024466,6
3,1.410418603307055,10
4,1.6460523890860568,9
1,1.671407654767583,13
2,1.3987573228850536,7
3,1.7746388258465509,8
4,1.6827160826712193,7
1,1.7071029820463226,14
2,1.4918411142499775,8
3,1.499865946739154,6
4,1.6362167977977842,11
1,1.743172339709764,12
2,1.8036696448401104,7
3,1.649792393759594,6
4,1.4742430874970813,9
1,1.5213395002006431,14
2,1.7539759932624925,9
3,1.537839934332257,5
4,1.6088079945194795,10
1,1.507525793364327,13
2,1.640723482658541,5
3,1.8920399369020346,8
4,1.6877390502239344,7
1,1.499735081708916,13
2,1.747304526265566,8
3,1.4751881830743203,8
4,1.6397754108151554,9
1,1.5476105717656665,13
2,1.627122257000427,5
3,1.6287373331186363,9
4,1.6992500047746564,12
1,1.5429743764870438,13
2,1.664102784079867,11
3,1.6144071341559751,7
4,1.6294886087137705,9
1,1.6168435834463173,13
2,1.5984532974369052,9
3,1.6141126435094943,6
4,1.7498251731398273,7
1,1.7834879444657605,15
2,1.454893585049672,7
3,1.6515320066852461,8
4,1.6827794280780235,9
1,1.7117107525789894,14
2,1.8054334604859008,6
3,1.4406688329089983,7
4,1.6503469305477325,10
1,1.5537494014601494,15
2,1.3565893649847254,8
3,1.584880378234577,6
4,1.704718351435988,10
1,1.6294098723131385,14
2,1.7629165496205976,6
3,1.741131420331556,8
4,1.3756857362090307,8
1,1.6942032068553716,11
2,1.812339007967288,5
3,1.721110151227982,6
4,1.6180575643342965,10
1,1.8782582057085415,14
2,1.6337213617341453,8
3,1.7735230774173771,6
4,1.4728908765914277,9
1,1.5610925205421744,12
2,1.2887702769806293,8
3,1.407545096324184,5
4,1.502932402162957,9
1,1.4793478594140197,14
2,1.4166138184968946,4
3,1.6252106605827343,6
4,1.489832272402264,9
1,1.635273526036796,11
2,1.6508627320694385,9
3,1.5594054613472532,10
4,1.6439545772793291,10
1,1.7071912007307184,12
2,1.7002886147161775,4
3,1.665121160937503,5
4,1.6395531070873828,11
1,1.5943810578828121,12
2,1.591126060642861,5
3,1.3637703474987346,9
4,1.6942530616962,5
1,1.6903289006160478,12
2,1.3278181751451843,9
3,1.6325424554551156,7
4,1.6434989912561717,6
1,1.6539696558609431,15
2,1.501922996357981,4
3,1.6689290755094959,8
4,1.5037374270888884,9
1,1.693025738855453,15
2,1.6531899955153748,5
3,1.4820957356483617,5
4,1.7666745785773799,15
1,1.549955597613013,12
2,1.8978137392089807,8
3,1.8506684759619803,8
4,1.512754064872008,7
1,1.662110701327348,8
2,1.8721001139228706,9
3,1.6342048227244668,6
4,1.48842109563653,8
1,1.659957226881422,14
2,1.4091628167060546,5
3,1.551198784236528,6
4,1.5808841671457166,8
1,1.6037503484083429,14
2,1.5711317224432437,6
3,1.4032688993991038,8
4,1.6471410244042335,7
1,1.516923242380477,14
2,1.8609067663727192,8
3,1.461529557592727,6
4,1.594363018229949,11
1,1.4361574482588373,12
2,1.8229884203913647,4
3,1.6720141736633911,6
4,1.7412876504014965,4
1,1.803672085702415,15
2,1.6210106552664736,5
3,1.4589178820313884,9
4,1.5000443023138972,6
1,1.7739185900043584,13
2,1.5706414171565053,7
3,1.420086225855506,11
4,1.791419631271139,9
1,1.678400046760021,14
2,1.76820545497543,5
3,1.7313232000307566,4
4,1.4701144204872731,6
1,1.6900228316699235,13
2,1.4998327647683962,7
3,1.8353060655641884,7
4,1.4715199397437624,12
1,1.5861504272021594,13
2,1.7355489020905905,9
3,1.5997382726816178,10
4,1.623184778863218,11
1,1.7882616899432393,15
2,1.558444070986961,6
3,1.5935582821281666,9
4,1.601828383578981,7
1,1.6662810418051446,13
2,1.496034164843834,7
3,1.7179527225517846,7
4,1.6903889153607587,6
1,1.7746886668332178,15
2,1.6894564623119621,9
3,1.675818520786979,6
4,1.688155100971809,15
1,1.6528788220550175,11
2,1.6707515856342516,9
3,1.5785948575475715,7
4,1.4767070764364134,8
1,1.6684766584209065,13
2,1.727621266050242,6
3,1.6964430006622804,6
4,1.7369875112513764,8
1,1.7034285520984311,15
2,1.654651272107504,9
3,1.7768530438846402,8
4,1.5303760821458727,15
1,1.726041475170184,14
2,1.685140353304032,6
3,1.7849646123878038,6
4,1.6323613885091635,13
1,1.5885623625478158,14
2,1.3822612011999504,7
3,1.5688428179147313,6
4,1.7237744505310035,8
1,1.597297589605156,13
2,1.7899007708027557,7
3,1.8099797012313033,5
4,1.769021028511009,13
1,1.5557742124299827,14
2,1.3687106788627355,8
3,1.7246796117361307,5
4,1.687813832818515,4
1,1.7010994590216375,14
2,1.5729042843270857,9
3,1.7813019956700564,7
4,1.8753873731641109,7
1,1.7457206775481007,12
2,1.6645235473771691,9
3,1.5317466152128225,8
4,1.6546612312504096,7
1,1.454324135492599,12
2,1.7912121965496675,6
3,1.4557005181196705,5
4,1.6294073360673178,11
1,1.6605165528813293,14
2,1.5548286264912472,6
3,1.8004228081543912,6
4,1.509288468871328,7
1,1.6210755154207541,13
2,1.5339481339007546,8
3,1.7856246666561997,10
4,1.4966427271370484,12
1,1.6743437754016401,14
2,1.6156993777093251,5
3,1.654145850075123,6
4,1.7071195003609791,9
1,1.5105625989814917,14
2,1.6145096836401103,6
3,1.6760130198959704,7
4,1.785456154872612,4
1,1.5468558020582446,12
2,1.7842888826552552,8
3,1.5083908207155503,5
4,1.7470441801154932,10
1,1.7016432289431276,15
2,1.5329830208173667,8
3,1.6077641593239806,5
4,1.3654880749897835,14
1,1.6820235967701462,12
2,1.5806460183377355,7
3,1.475760593716065,7
4,1.373526213941206,4
1,1.6844575666412103,13
2,1.6591865087859832,7
3,1.6412803884720772,6
4,1.6330689850595725,7
1,1.7453010321969429,13
2,1.5871741554906484,8
3,1.5869131692009906,8
4,1.7552209632635378,5
1,1.6413294010438346,12
2,1.7480834666787295,11
3,1.6694687732924745,5
4,1.6447369202757425,9
1,1.7410883249400353,15
2,1.6501653709150985,8
3,1.8380124827092224,8
4,1.4349968676378448,6
1,1.8598260729713685,13
2,1.5636660816424892,7
3,1.5659952262220447,10
4,1.6549972621342406,13
1,1.7934678656628968,12
2,1.6383346296527463,10
3,1.5662012961887992,5
4,1.8695004467566332,9
1,1.4477050706346986,10
2,1.7582223746332473,6
3,1.5294340588320958,8
4,1.8173092632557342,9
1,1.3383751205902283,14
2,1.6912900984948835,4
3,1.7505732530967664,5
4,1.5390716910275872,8
1,1.7576700960395035,15
2,1.5434294620519375,8
3,1.586456327667776,9
4,1.5553528116078355,10
1,1.7368768842625844,15
2,1.5007064599806346,9
3,1.7450864211082173,5
4,1.6138094390277264,15
1,1.5900512499801636,13
2,1.6206005909174044,7
3,1.8311486795283327,8
4,1.6463793638426434,9
1,1.5691985905930477,13
2,1.5931418646433368,8
3,1.7625368442161062,6
4,1.8393046689290122,9
1,1.6884274779685264,15
2,1.4612087019865723,7
3,1.4955130737686082,8
4,1.7644369879834687,9
1,1.6612114278511654,10
2,1.8510422419562031,8
3,1.680734668327061,10
4,1.360245351967728,11
1,1.6059613547760403,15
2,1.6847598744887897,5
3,1.6185763400977893,5
4,1.6613503680207298,11
1,1.7922094029755056,12
2,1.4467463233032236,7
3,1.797403058050159,6
4,1.6300247706599178,4
1,1.7798735022993493,13
2,1.2784233803643819,10
3,1.592756909531734,5
4,1.763380145156463,15
1,1.3835411877630992,12
2,1.6314275986115394,8
3,1.763032054727188,5
4,1.520350102129142,9
1,1.4898281928867974,13
2,1.6956151221335172,7
3,1.6123982383313735,8
4,1.8222313525611278,10
1,1.773901081656971,12
2,1.5681833665549467,7
3,1.576813402585319,7
4,1.667517541075981,7
1,1.574439975803658,13
2,1.6948582161195098,8
3,1.7493377211438315,7
4,1.3818133689795014,14
1,1.7262789995598347,14
2,1.6112776585211646,8
3,1.671203652419688,9
4,1.612836826673863,6
1,1.9259814234329318,14
2,1.7672387910721779,7
3,1.705873171819739,5
4,1.6910715226491617,8
1,1.834043450436621,12
2,1.6907567640989907,3
3,1.7525120373686347,6
4,1.6330061846531092,13
1,1.5953925132219755,11
2,1.5215670106746528,7
3,1.5244033095173728,6
4,1.75560426741001,15
1,1.575151432491067,13
2,1.6709307939047506,8
3,1.7757044596156497,7
4,1.8129277680454556,9
1,1.6170167688680124,13
2,1.4275876222330837,6
3,1.4480775519482172,6
4,1.6456156624895157,11
1,1.7375202162314605,14
2,1.6971384474491056,4
3,1.7094243779556633,6
4,1.7196301611647373,8
1,1.7198922613596774,12
2,1.720096305956683,6
3,1.5387889915564172,6
4,1.565299040877893,13
1,1.6863176561978261,14
2,1.7572894224746178,5
3,1.517069830141805,6
4,1.4260745438375824,4
1,1.4861859570548455,12
2,1.502422984825175,3
3,1.655970145681842,5
4,1.6378700226324099,7
1,1.6814379298573616,13
2,1.5084980913721178,9
3,1.6504286461761273,3
4,1.7037174971574784,9
1,1.5364363113809798,14
2,1.6367497675457188,9
3,1.7206340510652982,5
4,1.5956469251351308,12
1,1.5069464195536282,11
2,1.3910645576023775,6
3,1.6287146584892414,6
4,1.7141879980431063,8
1,1.8434007773113763,12
2,1.6960538474641917,6
3,1.5286822771681343,8
4,1.6967175475452794,5
1,1.3917741256944105,14
2,1.6850147589626079,6
3,1.633516166180717,7
4,1.5999235652568804,4
1,1.476657277477386,14
2,1.5404725365174925,7
3,1.6520339192722495,6
4,1.5826027905978914,13
1,1.4281628931222212,13
2,1.4426492215245605,9
3,1.8331679823760259,11
4,1.4827465464756804,7
1,1.7824692884031188,14
2,1.5675490018771079,7
3,1.6411938601631912,8
4,1.6822185618431216,13
1,1.791597897285457,12
2,1.6473285961781046,8
3,1.839484281062907,7
4,1.624392680227733,13
1,1.6301884007154945,12
2,1.7063613753584788,8
3,1.541912911150539,8
4,1.706827606256434,9
1,1.7605203001775824,14
2,1.4032106828052486,7
3,1.7886556164922787,7
4,1.3797773339937898,7
1,1.4827123651242888,14
2,1.668090881106565,7
3,1.8605410684076338,5
4,1.8099427410892155,5
1,1.55955919344507,13
2,1.6507218548320077,5
3,1.4533154044346888,5
4,1.5318875883780292,9
1,1.6224578986342029,15
2,1.7372401305751082,5
3,1.6538211069415993,6
4,1.7559739054611825,8
1,1.5797968932739683,14
2,1.6825192623751302,8
3,1.5782290463184991,5
4,1.6098827143200451,12
1,1.7491305265668504,12
2,1.7808377876188057,8
3,1.6545790622925143,5
4,1.4962228796181867,7
1,1.7009508060037328,11
2,1.8288401616744001,7
3,1.601612288524222,9
4,1.7482721939816328,11
1,1.6175238288107396,13
2,1.576259152495806,9
3,1.6620344456129068,7
4,1.661360429404632,6
1,1.634209569883038,14
2,1.6461025440120312,4
3,1.6381867536437684,5
4,1.4486213342777758,7
1,1.6085723693032596,11
2,1.6725839856204858,7
3,1.5252594900607919,6
4,1.6629808460304232,7
1,1.6869994757051046,13
2,1.692618540701112,7
3,1.6849684821441417,9
4,1.6249300808062093,8
1,1.6203740945064369,14
2,1.640718285933284,8
3,1.4096772182869572,4
4,1.6720527354113663,14
1,1.6861371583717504,13
2,1.7553005553629761,11
3,1.782567296140794,9
4,1.4845061878005443,10
1,1.4361008686742283,11
2,1.4765827662596196,6
3,1.4542668310027633,9
4,1.904076195826666,11
1,1.6252665530152415,14
2,1.8057701978277763,7
3,1.7919843096145531,7
4,1.534013853746868,9
1,1.4594081039318003,14
2,1.500406759903352,6
3,1.539032115017323,10
4,1.6480456105013115,13
1,1.4757040771334935,14
2,1.7312012913548447,9
3,1.7399039415362854,7
4,1.8175066337727968,7
1,1.6810959848423899,11
2,1.5381126679447024,4
3,1.4642084941603781,5
4,1.6164767917662406,8
1,1.6436979841267136,13
2,1.59289154063925,6
3,1.557567678768531,6
4,1.4112080886659955,11
1,1.656339127742955,12
2,1.6437801107301906,9
3,1.7655601691808158,7
4,1.7919795132813614,9
1,1.5335791971759678,12
2,1.5203109039177403,7
3,1.6924950574332296,7
4,1.7816018747518219,7
1,1.7347215171673436,14
2,1.7241522788162402,7
3,1.680369953908242,7
4,1.7473064472502111,3
1,1.5470567278241258,14
2,1.77659999633967,7
3,1.2301719339593788,5
4,1.726057604280593,9
1,1.6184955552524583,12
2,1.7414319140419448,8
3,1.497812751696276,6
4,1.638437868477856,7
1,1.595136032839136,11
2,1.6424092457423813,7
3,1.4877013779207466,7
4,1.7653946186094753,11
1,1.5491668499468418,12
2,1.6478007735722806,5
3,1.579158213106927,6
4,1.542534193685182,8
1,1.6572091515103204,13
2,1.5695170946423935,9
